date,cur_price,open_price,high_price,low_price,trade_quantity,updown_rate
2018-04-08,2.07769,2.08239,2.16555,2.04856,32.33K,-0.22%
2018-04-07,2.08236,1.91272,2.22296,1.91272,114.83K,8.87%
2018-04-06,1.91272,2.05314,2.08175,1.86176,45.58K,-6.84%
2018-04-05,2.05314,2.071,2.13208,1.93948,44.74K,-0.86%
2018-04-04,2.071,2.35988,2.36509,2.05631,83.63K,-12.24%
2018-04-03,2.35987,2.15065,2.36434,2.13384,74.19K,9.73%
2018-04-02,2.15065,2.16409,2.20611,2.01765,23.70K,-0.62%
2018-04-01,2.16409,2.18162,2.18857,1.86601,75.14K,-0.80%
2018-03-31,2.18156,2.25039,2.37398,2.1773,72.73K,-3.06%
2018-03-30,2.25049,2.30947,2.65645,2.09209,98.01K,-2.55%
2018-03-29,2.30947,2.86102,2.87558,2.22845,75.68K,-19.28%
2018-03-28,2.86096,2.82763,3.02015,2.79114,45.12K,1.18%
2018-03-27,2.82762,3.05586,3.09513,2.73585,174.78K,-7.47%
2018-03-26,3.05586,3.42789,3.81852,2.81214,180.84K,-10.85%
2018-03-25,3.4279,3.51581,3.66092,3.27915,94.02K,-2.50%
2018-03-24,3.51581,4.04201,4.05113,3.51581,100.92K,-13.02%
2018-03-23,4.04201,3.58408,4.0585,3.10871,335.35K,12.78%
2018-03-22,3.58408,3.39727,4.38686,3.27575,305.33K,5.50%
2018-03-21,3.39728,2.57797,3.66058,2.57797,570.10K,31.78%
2018-03-20,2.57797,2.29436,2.65426,2.1477,51.10K,12.36%
2018-03-19,2.29436,2.03891,2.44763,1.96504,54.54K,12.53%
2018-03-18,2.03891,1.95858,2.059,1.5837,86.64K,4.10%
