date,cur_price,open_price,high_price,low_price,trade_quantity,updown_rate
2018-12-13,4.6384,4.9752,4.9933,4.56,1.00M,-6.77%
2018-12-12,4.9752,4.8796,5.1441,4.739,1.20M,4.72%
2018-12-11,4.7511,4.6276,4.8727,4.5015,1.18M,2.67%
2018-12-10,4.6276,4.7694,4.9395,4.4871,928.56K,-2.90%
2018-12-09,4.7656,4.6282,5,4.5167,1.51M,3.01%
2018-12-08,4.6265,4.516,4.7985,4.3025,1.26M,2.45%
2018-12-07,4.516,4.9036,4.9788,4.1267,2.25M,-7.90%
2018-12-06,4.9036,6.0599,6.1048,4.9036,3.03M,-19.08%
2018-12-05,6.0599,5.893,6.6159,5.7335,4.21M,2.83%
2018-12-04,5.893,5.1295,6.3482,5.0993,2.24M,14.89%
2018-12-03,5.1293,5.2759,5.2885,5.0132,674.85K,-2.78%
2018-12-02,5.2759,5.2831,5.4301,5.205,852.86K,-0.14%
2018-12-01,5.2831,5.115,5.3879,5.0093,924.16K,3.17%
2018-11-30,5.1207,5.379,5.448,4.9544,708.62K,-4.80%
2018-11-29,5.379,5.3487,5.6344,5.1415,1.02M,0.57%
2018-11-28,5.3487,4.9885,5.4572,4.9885,1.14M,7.22%
2018-11-27,4.9885,5.0412,5.0412,4.7131,702.11K,-1.05%
2018-11-26,5.0412,5.2873,5.3985,4.7568,852.94K,-4.55%
2018-11-25,5.2816,5.2011,5.3706,4.5445,1.00M,1.55%
